occurred_at,severity,weather,period,latitude,longitude,description,address
2022-03-06 08:10:00,media,desconocido,dia,4.1514799,-73.6193419,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CALLE 39 CON CARRERA 19A
2022-03-26 20:20:00,media,desconocido,noche,4.1408162,-73.6316389,Siniestro real Secretaria Movilidad (TAXI - MOTO),CARRERA 33 CON CALLE 25
2022-03-05 11:16:00,baja,desconocido,dia,4.1362625,-73.6439299,Siniestro real Secretaria Movilidad (AUTOMOVIL - AUTOMOVIL),CALLE 15 CON CARRERA 44 C BARRIO BUQUE
2022-03-05 20:16:00,media,desconocido,noche,4.1216224,-73.6293601,Siniestro real Secretaria Movilidad (MOTO - MOTO),CARRERA 32 CON CALLE 5 LA VEGA
2022-03-02 16:20:00,media,desconocido,dia,4.1306076,-73.6401588,Siniestro real Secretaria Movilidad (MOTO - TAXI),CARRERA 40 CON CALLE 11
2022-03-09 19:03:00,baja,desconocido,noche,4.0908381,-73.6668158,Siniestro real Secretaria Movilidad (AUTOMOVIL - AUTOMOVIL),CARRERA 48 CON CALLE 45 
2022-03-07 07:16:00,baja,desconocido,dia,4.1383448,-73.6251878,Siniestro real Secretaria Movilidad (TRACTOCAMION - AUTOMOVIL),CARRERA 22 CON CALLE 21 SUR CHORILLANO 
2022-03-06 21:00:00,media,desconocido,noche,4.100664,-73.647878,Siniestro real Secretaria Movilidad (AUTOMOVIL - PEATON),CARRERA 38 CON CALLE 25 SUR
2022-03-11 17:01:00,baja,desconocido,dia,4.1583155,-73.6492888,Siniestro real Secretaria Movilidad (CAMPERO - AUTOMOVIL),CALLE 44 CON CARRERA 42
2022-03-11 19:20:00,baja,desconocido,noche,4.2602732,-73.5640758,Siniestro real Secretaria Movilidad (CAMPERO - CAMIONETA),CALLE 7 CON CARRERA 4
2022-03-10 16:18:00,baja,desconocido,dia,4.1219899,-73.6448994,Siniestro real Secretaria Movilidad (CAMIONETA - CAMIONETA - TAXI),CALLE 1 CON CARRERA 48 ANILLO VIAL
2022-03-10 16:34:00,baja,desconocido,dia,4.1276385,-73.6387959,Siniestro real Secretaria Movilidad (CAMIONETA - CAMIONETA),CARRERA 48 CON CALLE 7 ESPERANZA
2022-03-09 15:17:00,alta,desconocido,dia,4.1402466,-73.625156,Siniestro real Secretaria Movilidad (CAMION - AUTOMOVIL),CALLE 23C CON CARRERA 23
2022-03-08 18:40:00,media,desconocido,noche,4.106478,-73.6448675,Siniestro real Secretaria Movilidad (MOTO - MOTO),CARRERA 37 CON CALLE 18
2022-03-09 17:09:00,baja,desconocido,dia,4.2596634,-73.5598087,Siniestro real Secretaria Movilidad (AUTOMOVIL - TAXI),CARRERA 1 CON CALLE 10A
2022-03-15 11:39:00,media,desconocido,dia,4.1149086,-73.6081511,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CARRERA 22 CON CALLE 10 SUR
2022-03-13 20:01:00,media,desconocido,noche,4.1298447,-73.638292,Siniestro real Secretaria Movilidad (MOTO - PEATON),AVENIDA 40 CON CALLE 11
2022-03-17 16:00:00,baja,desconocido,dia,4.1482463,-73.6402635,Siniestro real Secretaria Movilidad (TRACTOCAMION - AVISO),CARRERA 36 CON CALLE 37 SUR 
2022-03-15 18:30:00,media,desconocido,noche,4.1010971,-73.658793,Siniestro real Secretaria Movilidad (MICROBUS - MOTO),CARRERA 48 CON CALLE 29C
2022-03-15 17:35:00,media,desconocido,dia,4.080406,-73.6693723,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CARRERA 43 CON CALLE 58 PORFIA
2022-03-16 16:10:00,baja,desconocido,dia,4.1161982,-73.6484181,Siniestro real Secretaria Movilidad (TAXI - VOLQUETA),CARRERA 48 CON CALLE 11 SERRAMONTE
2022-03-16 09:40:00,baja,desconocido,dia,4.1069147,-73.6552709,Siniestro real Secretaria Movilidad (VOLQUETA - AUTOMOVIL),CARRERA 48 CON CALLE 22 SYR
2022-03-16 20:41:00,baja,desconocido,noche,4.2623203,-73.5567876,Siniestro real Secretaria Movilidad (TRACTOCAMION - AUTOMOVIL -MICROBUS - AUTOMOVIL),CARRERA 1 CON CALLE 15 
2022-03-18 19:20:00,baja,desconocido,noche,4.1090591,-73.6546729,Siniestro real Secretaria Movilidad (AUTOMOVIL - VOLQUETA),CARRERA 48 CON CALLE 19 SUR
2022-03-18 13:00:00,baja,desconocido,dia,4.1219899,-73.6448994,Siniestro real Secretaria Movilidad (TAXI - TRACTOCAMION),CARRERA 48 CON CALLE 1 FUNDADORES
2022-03-19 09:55:00,baja,desconocido,dia,4.1235755,-73.6421892,Siniestro real Secretaria Movilidad (CAMIONETA - AUTOMOVIL),AVENIDA 40 CON CALLE 4
2022-03-22 13:05:00,baja,desconocido,dia,4.1405565,-73.6248409,Siniestro real Secretaria Movilidad (BUSETA - AUTOMOVIL),CARRERA 22 CON CALLE 24
2022-03-10 16:20:00,baja,desconocido,dia,4.1383448,-73.6251878,Siniestro real Secretaria Movilidad (VOLQUETA - AUTOMOVIL),CARRERA 22 CON CALLE 21 SUR  
2022-03-13 10:30:00,baja,desconocido,dia,4.150076,-73.636654,Siniestro real Secretaria Movilidad (CAMIONETA - AUTOMOVIL),CALLE 36 CON CARRERA 31A
2022-03-20 21:42:00,baja,desconocido,noche,4.1273383,-73.6322528,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CARRERA 39 CON CALLE 10C
2022-03-23 07:34:00,baja,desconocido,dia,4.1383448,-73.6251878,Siniestro real Secretaria Movilidad (CAMION - AUTOMOVIL),CARRERA 22 CON CALLE 21 SUR
2022-03-23 10:35:00,baja,desconocido,dia,4.1090591,-73.6546729,Siniestro real Secretaria Movilidad (TRACTOCAMION - AUTOMOVIL),CARRERA 48 CON CALLE 19 SUR
2022-03-23 13:00:00,baja,desconocido,dia,4.1339602,-73.6363095,Siniestro real Secretaria Movilidad (BUS - CAMIONETA),CARRERA 48 CON CALLE 16
2022-03-20 00:40:00,media,desconocido,noche,4.1374445,-73.5890932,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CALLE 35 CON CARRERA 15 ESTE
2022-03-21 15:15:00,media,desconocido,dia,4.1208687,-73.6336293,Siniestro real Secretaria Movilidad (MOTO - TAXI),CALLE 6 SUR CON CARRERA 36
2022-03-20 14:50:00,media,desconocido,dia,4.1502802,-73.635783,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CARRERA 30 CON CALLE 36 
2022-03-17 16:39:00,media,desconocido,dia,4.1077935,-73.655383,Siniestro real Secretaria Movilidad (MOTO - PEATON),CARRERA 48 CON CALLE 21 SUR
2022-03-20 07:45:00,media,desconocido,dia,4.1149086,-73.6081511,Siniestro real Secretaria Movilidad (MOTO - MOTO),CARRERA 22 CON CALLE 10
2022-03-21 00:40:00,media,desconocido,noche,4.1411201,-73.6318889,Siniestro real Secretaria Movilidad (CAMIONETA - MOTO),CARRERA 33 CON CALLE 26
2022-03-17 22:10:00,media,desconocido,noche,4.1116102,-73.6532388,Siniestro real Secretaria Movilidad (CAMIONETA - MOTO),CARRERA 48 CON CALLE 17 SUR
2022-03-23 07:30:00,baja,desconocido,dia,4.1384495,-73.6155606,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CALLE 21 SUR CON CARRERA 14 ESTE
2022-03-21 01:58:00,baja,desconocido,noche,4.0762135,-73.6694298,Siniestro real Secretaria Movilidad (MOTO CARRO - CAMIONETA),CARRERA 43 CON CALLE 69  
2022-03-24 17:00:00,alta,desconocido,dia,4.1317733,-73.6370544,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CARRERA 48 CON CALLE 13
2022-03-23 13:40:00,media,desconocido,dia,4.1069147,-73.6552709,Siniestro real Secretaria Movilidad (CAMIONETA - BICICLETA),CARRERA 48 CON CALLE 22 SUR
2022-03-29 13:22:00,baja,desconocido,dia,4.147538,-73.639416,Siniestro real Secretaria Movilidad (AUTOMOVIL - TAXI),CALLE 36 CON CARRERA 36
2022-03-27 18:53:00,baja,desconocido,noche,4.1137959,-73.5836309,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CARRERA 19 CON CALLE 25
2022-03-28 10:52:00,baja,desconocido,dia,4.1411201,-73.6318889,Siniestro real Secretaria Movilidad (TAXI - AUTOMOVIL),CARRERA 33 CON CALLE 26 MAIZARO
2022-03-27 13:06:00,baja,desconocido,dia,4.1489982,-73.62915,Siniestro real Secretaria Movilidad (AUTOMOVIL - CAMPERO),CALLE 32 CON CALLE 36
2022-03-24 14:00:00,baja,desconocido,dia,4.1276385,-73.6387959,Siniestro real Secretaria Movilidad (MOTO - VEHICULO FUGA),CARRERA 48 CON CALLE 7 ESPERANZA
2022-03-27 01:52:00,baja,desconocido,noche,4.1392718,-73.6154652,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO - CAMIONETA),CALLE 24 CON CARRERA 14 BARRIO PINILLA
2022-03-25 13:20:00,media,desconocido,dia,4.144737,-73.6430095,Siniestro real Secretaria Movilidad (MOTO - CAMIONETA),CARRERA 42 CON CALLE 35
2022-03-22 17:13:00,media,desconocido,dia,4.1404983,-73.5812235,Siniestro real Secretaria Movilidad (MICROBUS - PEATON),CARRERA 23 CON CALLE 37B
2022-03-28 06:50:00,media,desconocido,dia,4.1137959,-73.5836309,Siniestro real Secretaria Movilidad (TAXI - MOTO),CARRERA 19 CON CALLE 25
2022-03-21 19:30:00,media,desconocido,noche,4.1514799,-73.6193419,Siniestro real Secretaria Movilidad (MOTO - TAXI),CALLE 39 CON CARRERA 19A
2022-03-30 10:39:00,media,desconocido,dia,4.1109361,-73.6331731,Siniestro real Secretaria Movilidad (MOTO - MOTO),CARRERA 36 CON CALLE 5 SUR
2022-04-01 14:00:00,baja,desconocido,dia,4.137288,-73.5873565,Siniestro real Secretaria Movilidad (TRACTOCAMION - BUSETA),CALLE 35 CON CARRERA 17 CEIBA
2022-04-04 16:05:00,baja,desconocido,dia,4.1487389,-73.6372969,Siniestro real Secretaria Movilidad (CAMIONETA - CAMIONETA),CALLE 35 CON CARRERA 33
2022-04-03 16:45:00,baja,desconocido,dia,4.1021503,-73.6159777,Siniestro real Secretaria Movilidad (AUTOMOVIL - CAMIONETA),CALLE 21 SUR CON CARRERA 25 ESTE
2022-04-04 20:00:00,baja,desconocido,noche,4.1160081,-73.6099726,Siniestro real Secretaria Movilidad (CAMIONETA -AUTOMOVIL),CARRERA 22 CON CALLE 8
2022-04-05 09:10:00,baja,desconocido,dia,4.2657357,-73.5677187,Siniestro real Secretaria Movilidad (CAMION - AUTOMOVIL),CARRERA 12 CON CALLE 8A
2022-04-02 20:00:00,media,desconocido,noche,4.1476628,-73.6171035,Siniestro real Secretaria Movilidad (MOTO - BICICLETA),CARRERA 17 CON CALLE 35A
2022-04-03 06:58:00,media,desconocido,dia,4.1324714,-73.5492604,Siniestro real Secretaria Movilidad (MOTO - MOTO),CALLE 35 CON CARRERA 60 ESTE
2022-04-03 06:35:00,media,desconocido,dia,4.1359456,-73.643006,Siniestro real Secretaria Movilidad (CAMIONETA - MOTO),CALLE 15 CON CARRERA 43 SEMAFORO
2022-04-03 22:51:00,media,desconocido,noche,4.1375851,-73.6358749,Siniestro real Secretaria Movilidad (MOTO - TAXI),AVENIDA 40 CON CARRERA 38 BARRIO SIETE DE AGOSTO
2022-04-01 22:11:00,media,desconocido,noche,4.1244094,-73.5636353,Siniestro real Secretaria Movilidad (MOTO - VEHICULO FUGA),CARRERA 42 CON CALLE 17B
2022-04-03 14:18:00,media,desconocido,dia,4.1142159,-73.5856868,Siniestro real Secretaria Movilidad (TAXI - MOTO),CARRERA 17 CON CALLE 23 BARRIO PINILLA
2022-04-11 13:45:00,baja,desconocido,dia,4.1077935,-73.655383,Siniestro real Secretaria Movilidad (TAXI - AUTOMOVIL),CARRERA 48 CON CALLE 21
2022-04-09 21:15:00,baja,desconocido,noche,4.1383484,-73.615929,Siniestro real Secretaria Movilidad (AUTOMOVIL - MICROBUS),CALLE 21 CON CARRERA 15
2022-04-07 12:00:00,baja,desconocido,dia,4.1490628,-73.6365192,Siniestro real Secretaria Movilidad (TAXI - BUSETA),CALLE 35 CON CARRERA 30
2022-04-09 11:52:00,baja,desconocido,dia,4.1404983,-73.5812235,Siniestro real Secretaria Movilidad (AUTOMOVIL - CAMIONETA),CARRERA 23 CON CALLE 37B
2022-04-09 14:50:00,baja,desconocido,dia,4.1538488,-73.6326696,Siniestro real Secretaria Movilidad (TAXI - BUSETA),CALLE 38 CON CARRERA 27 SAN ISIDRIO
2022-04-09 17:10:00,baja,desconocido,dia,4.2623203,-73.5567876,Siniestro real Secretaria Movilidad (BUS - AUTOMOVIL),CALLE 15 CON CARRERA 1
2022-04-12 12:24:00,baja,desconocido,dia,4.1466215,-73.6056941,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CARRERA 6 CON CALLE 37A
2022-04-12 21:37:00,baja,desconocido,noche,4.2587411,-73.5603644,Siniestro real Secretaria Movilidad (AUTOMOVIL - TAXI),CARRERA 1 CON CALLE 8
2022-04-10 15:30:00,media,desconocido,dia,4.1426432,-73.6161078,Siniestro real Secretaria Movilidad (MOTO - MOTO),CARRERA 15 ESTE CON CALLE 28
2022-04-11 06:51:00,media,desconocido,dia,4.1208669,-73.6455556,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CARRERA 48 CON CALLE 5
2022-04-09 20:40:00,media,desconocido,noche,4.0584923,-73.6725686,Siniestro real Secretaria Movilidad (MOTO - PEATON),CALLE 92 CON CARRERA 52
2022-04-10 19:16:00,media,desconocido,noche,4.0792848,-73.6715781,Siniestro real Secretaria Movilidad (MOTO - BUSETA),CARRERA 45 CON CALLE 61 SUR
2022-04-14 07:50:00,baja,desconocido,dia,4.1393212,-73.6254403,Siniestro real Secretaria Movilidad (CAMIONETA - TAXI),CALLE 23 CON CARRERA 23
2022-04-17 13:17:00,baja,desconocido,dia,4.150839,-73.633816,Siniestro real Secretaria Movilidad (AUTOMOVIL - AUTOMOVIL - AUTOMOVIL),CALLE 37 CON CARRERA 28-26
2022-04-13 19:10:00,alta,desconocido,noche,4.152432,-73.639226,Siniestro real Secretaria Movilidad (CAMIONETA - CAMIONETA),CALLE 40 CON CARRERA 33 CENTRO
2022-04-14 10:35:00,media,desconocido,dia,4.1371153,-73.6265415,Siniestro real Secretaria Movilidad (MOTO - CAMIONETA),TRANSVERSAL 23 DIAGONAL 19
2022-04-03 06:58:00,media,desconocido,dia,4.1324714,-73.5492604,Siniestro real Secretaria Movilidad (MOTO - MOTO),CALLE 35 CON CARRERA 60 ESTE
2022-04-17 15:40:00,alta,desconocido,dia,4.0782262,-73.6692882,Siniestro real Secretaria Movilidad (MOTO - MOTO),CARRERA 43 CON CALLE 64 PORFIA
2022-04-21 05:15:00,baja,desconocido,noche,4.2623203,-73.5567876,Siniestro real Secretaria Movilidad (AUTOMOVIL - MICROBUS),CARRERA 1 CON CALLE 15 
2022-04-22 13:10:00,baja,desconocido,dia,4.1306076,-73.6401588,Siniestro real Secretaria Movilidad (CAMIONETA - MOTO),CARRERA 40 CON CALLE 11
2022-04-23 16:54:00,baja,desconocido,dia,4.1219899,-73.6448994,Siniestro real Secretaria Movilidad (VOLQUETA - AUTOMOVIL),CARRERA 48 CON CALLE 1  
2022-04-18 22:22:00,media,desconocido,noche,4.1374445,-73.5890932,Siniestro real Secretaria Movilidad (MOTO - MOTO),CALLE 35 CON CARRERA 15 ESTE
2022-04-14 14:22:00,alta,desconocido,dia,4.137288,-73.5873565,Siniestro real Secretaria Movilidad (BICICLETA - MOTO),CALLE 35 CON CARRERA 17 ESTE
2022-04-18 17:06:00,media,desconocido,dia,4.1035847,-73.6166614,Siniestro real Secretaria Movilidad (CAMIONETA - MOTO),CARRERA 25 CON CALLE 19 BARRIO 2000
2022-04-24 20:00:00,baja,desconocido,noche,4.1298047,-73.5862742,Siniestro real Secretaria Movilidad (AUTOMOVIL - MICROBUS),CALLE 25 CON CARRERA 19
2022-04-22 11:50:00,baja,desconocido,dia,4.1383448,-73.6251878,Siniestro real Secretaria Movilidad (AUTOMOVIL - AUTOMOVIL),CARRERA 22 CON CALLE 21 SUR
2022-04-23 03:00:00,baja,desconocido,noche,4.1124002,-73.6379534,Siniestro real Secretaria Movilidad (TAXI - ARBOL),CALLE 5 CON CARRERA 40
2022-04-18 20:20:00,media,desconocido,noche,4.1048708,-73.6482798,Siniestro real Secretaria Movilidad (TAXI -MOTO),CARRERA 40 ESTE CON CALLE 20 SUR
2022-04-26 18:30:00,media,desconocido,noche,4.1332286,-73.6271969,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CARRERA 33 CON CALLE 16
2022-04-27 17:12:00,media,desconocido,dia,4.1490509,-73.6192627,Siniestro real Secretaria Movilidad (CAMIONETA - MOTO),CALLE 36 CON CARRERA 19 
2022-04-28 13:45:00,media,desconocido,dia,4.1233746,-73.6429173,Siniestro real Secretaria Movilidad (MOTO - MOTO),CARRERA 48 CON CALLE 4 
2022-04-23 16:45:00,media,desconocido,dia,4.1395698,-73.6352973,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),AVENIDA 40 CON CALLE 26
2022-04-26 01:19:00,alta,desconocido,noche,4.130372,-73.5917658,Siniestro real Secretaria Movilidad (AUTOMOVIL - AUTOMOVIL),CARRERA 12 CON CALLE 25
2022-04-24 13:34:00,media,desconocido,dia,4.1061629,-73.6472098,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CARRERA 39 CON CALLE 18
2022-05-02 10:40:00,baja,desconocido,dia,4.147806,-73.6192101,Siniestro real Secretaria Movilidad (AUTOMOVIL - BUSETA),CALLE 35 CON CARRERA 19 
2022-05-02 10:26:00,baja,desconocido,dia,4.1160081,-73.6099726,Siniestro real Secretaria Movilidad (CAMIONETA - MOTO),CARRERA 22 CON CALLE 8
2022-05-02 07:55:00,baja,desconocido,dia,4.1219899,-73.6448994,Siniestro real Secretaria Movilidad (TRACTOCAMION - AUTOMOVIL),CARRERA 48 CON CALLE 1 
2022-05-01 06:50:00,media,desconocido,dia,4.1460189,-73.6396875,Siniestro real Secretaria Movilidad (MOTO - MOTO),CALLE 35 CON CARRERA 38 BARZAL
2022-04-29 06:18:00,media,desconocido,dia,4.1208581,-73.5599351,Siniestro real Secretaria Movilidad (MOTO - MOTO),CALLE 15 CON CARRERA 45
2022-04-28 20:10:00,media,desconocido,noche,4.1374445,-73.5890932,Siniestro real Secretaria Movilidad (MOTO - MOTO),CALLE 35 CON CARRERA 15 SUR
2022-04-23 09:48:00,media,desconocido,dia,4.1132937,-73.6316036,Siniestro real Secretaria Movilidad (MOTO - CAMIONETA),CARRERA 35 CON CALLE 4
2022-04-27 20:13:00,media,desconocido,noche,4.1048708,-73.6482798,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CARRERA 40 CON CALLE 20
2022-04-29 11:39:00,media,desconocido,dia,4.1310911,-73.6376851,Siniestro real Secretaria Movilidad (TAXI - MOTO),CARRERA 48 CON CALLE 12
2022-05-08 05:28:00,baja,desconocido,noche,4.1315402,-73.6375818,Siniestro real Secretaria Movilidad (AUTOMOVIL - POSTE),CARRERA 48 CON CALLE 12B
2022-05-06 13:00:00,baja,desconocido,dia,4.1538488,-73.6326696,Siniestro real Secretaria Movilidad (CAMIONETA - CAMPERO),CALLE 38 CON CARRERA 27 VILLA JULIA
2022-05-04 15:26:00,media,desconocido,dia,4.1360083,-73.6386976,Siniestro real Secretaria Movilidad (MOTO - MOTO),CALLE 19 CON CARRERA 40 BARRIO SAN JORGE
2022-05-03 07:00:00,media,desconocido,dia,4.1282732,-73.5918378,Siniestro real Secretaria Movilidad (MOTO - TAXI),CARRERA 12 ESTE CON CALLE 21 
2022-05-01 15:43:00,media,desconocido,dia,4.1498345,-73.6310873,Siniestro real Secretaria Movilidad (TAXI - MOTO),CALLE 36 CON CARRERA 25
2022-05-07 16:30:00,media,desconocido,dia,4.1503119,-73.6236265,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CARRERA 20E CON CALLE 36A
2022-05-08 15:05:00,alta,desconocido,dia,4.1437718,-73.6159748,Siniestro real Secretaria Movilidad (MOTO - PEATON),CARRERA 15 ESTE CON CALLE 30
2022-05-05 13:39:00,media,desconocido,dia,4.153162,-73.639563,Siniestro real Secretaria Movilidad (MOTO - TAXI),CALLE 41 CON CARRERA 33 CENTRO
2022-04-26 17:20:00,media,desconocido,dia,4.1583155,-73.6492888,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CALLE 44 CON CARRERA 42
2022-05-06 17:28:00,baja,desconocido,dia,4.1340563,-73.6328668,Siniestro real Secretaria Movilidad (CAMIONETA - TAXI),CALLE 16 CON CARRERA 37
2022-05-06 21:25:00,alta,desconocido,noche,4.1377348,-73.5911337,Siniestro real Secretaria Movilidad (MOTO - MOTO),CALLE 35 CON CARRERA 12E
2022-04-03 08:28:00,media,desconocido,dia,4.0827079,-73.6674828,Siniestro real Secretaria Movilidad (MOTO - MOTO),CALLE 53 SUR CON CARRERA 39
2022-05-04 17:06:00,media,desconocido,dia,4.1090591,-73.6546729,Siniestro real Secretaria Movilidad (MOTO - PEATON),CARRERA 48 CON CALLE 19 SUR
2022-05-13 11:05:00,baja,desconocido,dia,4.1382468,-73.6426564,Siniestro real Secretaria Movilidad (CAMPERO - CAMIONETA),CALLE 20 CON CARRERA 43D
2022-05-12 21:47:00,baja,desconocido,noche,4.146282,-73.6121013,Siniestro real Secretaria Movilidad (AUTOMOVIL - CAMIONETA),CARRERA 12 CON CALLE 35
2022-05-12 12:00:00,baja,desconocido,dia,4.1488311,-73.6398432,Siniestro real Secretaria Movilidad (AUTOMOVIL - CAMIONETA),CALLE 37 CON CARRERA 35
2022-05-11 12:23:00,media,desconocido,dia,4.2678351,-73.4895029,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CARRERA 22 CON CALLE 14
2022-05-15 11:57:00,baja,desconocido,dia,4.1572115,-73.639681,Siniestro real Secretaria Movilidad (AUTOMOVIL - AUTOMOVIL),CALLE 43 CON CARRERA 31
2022-05-15 10:10:00,baja,desconocido,dia,4.1489797,-73.616785,Siniestro real Secretaria Movilidad (TAXI - MICROBUS),CALLE 37 CON CARRERA 17
2022-05-14 13:10:00,baja,desconocido,dia,4.1465402,-73.6367384,Siniestro real Secretaria Movilidad (CAMPERO - CAMIONETA),CALLE 34 CON CARRERA 34 BARZAL
2022-05-16 15:48:00,baja,desconocido,dia,4.1395698,-73.6352973,Siniestro real Secretaria Movilidad (CAMPERO - MICROBUS),AVENIDA 40 CON CALLE 26
2022-05-15 08:40:00,media,desconocido,dia,4.147363,-73.62942,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CALLE 31 CON CARRERA 25
2022-05-12 13:11:00,media,desconocido,dia,4.1406057,-73.6251436,Siniestro real Secretaria Movilidad (TAXI - MOTO),CARRERA 23 CON CALLE 24
2022-05-15 12:26:00,media,desconocido,dia,4.1468706,-73.6093117,Siniestro real Secretaria Movilidad (TAXI - BICICLETA),CALLE 36 CON CARRERA 9 SUR 
2022-05-19 06:48:00,baja,desconocido,dia,4.1504667,-73.6110766,Siniestro real Secretaria Movilidad (CAMIONETA - AUTOMOVIL - CAMIONETA),CALLE 40 CON CARRERA 12
2022-05-13 16:06:00,media,desconocido,dia,4.1304908,-73.6171982,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CALLE 6 CON CARRERA 16
2022-05-18 07:20:00,baja,desconocido,dia,4.1401001,-73.6358631,Siniestro real Secretaria Movilidad (CAMIONETA - AUTOMOVIL),CARRERA 36A CON CALLE 26B
2022-05-20 13:05:00,baja,desconocido,dia,4.1393317,-73.580847,Siniestro real Secretaria Movilidad (CAMPERO - BUS),CARRERA 23 CON CALLE 37-77
2022-05-18 22:10:00,media,desconocido,noche,4.1080558,-73.6320395,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CARRERA 35A CON CALLE 8
2022-05-17 07:55:00,media,desconocido,dia,4.1173306,-73.5962073,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CARRERA 12 CON CALLE 18 ESTERO
2022-05-20 10:45:00,media,desconocido,dia,4.1020665,-73.6455377,Siniestro real Secretaria Movilidad (MOTO - TAXI),CALLE 22 CON CARRERA 37A
2022-05-22 09:00:00,alta,desconocido,dia,4.1384495,-73.6155606,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CALLE 21 SUR CON CARRERA 14
2022-05-18 23:19:00,media,desconocido,noche,4.1378023,-73.6103763,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CALLE 21 ESTE CON CARRERA 10 -03 CAMINO GANADERO
2022-05-21 22:30:00,media,desconocido,noche,4.0931392,-73.6643857,Siniestro real Secretaria Movilidad (MOTO - PEATON),CARRERA 48 SUR CON CALLE 40 SUR
2022-05-22 08:45:00,media,desconocido,dia,4.1235359,-73.6336058,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CARRERA 39 CON CALLE 7
2022-05-25 14:48:00,baja,desconocido,dia,4.1371849,-73.6179743,Siniestro real Secretaria Movilidad (AUTOMOVIL - MOTO),CARRERA 16 CON CALLE 18
2022-05-23 06:42:00,baja,desconocido,dia,4.1431874,-73.6393284,Siniestro real Secretaria Movilidad (TAXI - AUTOMOVIL),CALLE 33 CON CARRERA 39
2022-05-21 21:10:00,baja,desconocido,noche,4.1247559,-73.6351374,Siniestro real Secretaria Movilidad (AUTOMOVIL - CAMIONETA),CALLE 7 CON CARRERA 42
2022-05-23 05:00:00,baja,desconocido,noche,4.1436175,-73.6311068,Siniestro real Secretaria Movilidad (TAXI - TAXI),CARRERA 29 CON CALLE 27
2022-05-24 12:20:00,baja,desconocido,dia,4.1219899,-73.6448994,Siniestro real Secretaria Movilidad (CAMIONETA - CAMION),CALLE 1 CON CARRERA 48 ANILLO VIAL
2022-05-21 10:50:00,media,desconocido,dia,4.1233746,-73.6429173,Siniestro real Secretaria Movilidad (CAMPERO - MOTO),CARRERA 48 CON CALLE 4
2022-05-19 22:38:00,alta,desconocido,noche,4.1090591,-73.6546729,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL - MICROBUS - BUSETA),CARRERA 48 CON CALLE 19 SUR
2022-05-25 06:54:00,baja,desconocido,dia,4.1383448,-73.6251878,Siniestro real Secretaria Movilidad (AUTOMOVIL - CAMION),CARRERA 22 CON CALLE 21 SUR
2022-05-15 16:15:00,media,desconocido,dia,4.1175183,-73.616641,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CALLE 4 CON CARRERA 23
2022-05-26 21:17:00,baja,desconocido,noche,4.1183796,-73.5960386,Siniestro real Secretaria Movilidad (TAXI - AUTOMOVIL),CARRERA 12 CON CALLE 15
2022-05-30 13:20:00,baja,desconocido,dia,4.2623203,-73.5567876,Siniestro real Secretaria Movilidad (CAMIONETA - AUTOMOVIL),CALLE 15 CON CARRERA 1
2022-05-28 16:12:00,baja,desconocido,dia,4.154125,-73.637885,Siniestro real Secretaria Movilidad (AUTOMOVIL - CAMION -AUTOMOVIL),CALLE 41 CON CARRERA 30
2022-05-24 06:18:00,media,desconocido,dia,4.1558731,-73.6524036,Siniestro real Secretaria Movilidad (MOTO - AUTOMOVIL),CARRERA 48 CON CALLE 43
2022-05-22 13:35:00,media,desconocido,dia,4.1444614,-73.583543,Siniestro real Secretaria Movilidad (TAXI - MOTO),CARRERA 19 CON CALLE 42A
2022-05-19 15:30:00,media,desconocido,dia,4.1334744,-73.6130728,Siniestro real Secretaria Movilidad (MOTO - CAMPERO),CARRERA 12 CON CALLE 13
